Data Source in SDW: https://sdw.ecb.europa.eu/browse.do?node=9691297
,EXR.D.ARS.EUR.SP00.A,EXR.D.DZD.EUR.SP00.A,EXR.D.MAD.EUR.SP00.A,EXR.D.TWD.EUR.SP00.A
2010-04-09,5.18830,98.0940,11.1726,42.280
2010-04-08,5.15490,97.5626,11.1845,42.115
2010-04-07,5.18000,97.8272,11.1660,42.165
2010-04-06,5.19360,97.8357,11.1795,42.435
2010-04-05,-,-,-,-
2010-04-02,-,-,-,-
2010-04-01,5.22290,98.4693,11.1859,42.815
2010-03-31,5.22040,98.5394,11.1930,42.875
2010-03-30,5.21280,98.4898,11.1876,42.880
2010-03-29,5.20860,98.4271,11.1856,42.825
2010-03-26,5.16230,97.7251,11.1679,42.550
2010-03-25,5.15000,97.7365,11.1689,42.570
2010-03-24,5.15380,98.0710,11.1665,42.460
2010-03-23,5.22690,98.7071,11.1935,43.055
2010-03-22,5.20490,98.3570,11.1863,42.940
2010-03-19,5.22890,98.6863,11.1977,43.070
2010-03-18,5.27000,99.3594,11.2136,43.455
2010-03-17,5.31050,99.9345,11.2277,43.660
2010-03-16,5.29500,99.7523,11.2230,43.670
2010-03-15,5.29190,99.6526,11.2207,43.600
2010-03-12,5.31000,100.0198,11.2288,43.815
2010-03-11,5.27000,99.3970,11.2128,43.470
2010-03-10,5.26000,99.1306,11.2053,43.325
2010-03-09,5.23000,98.8270,11.1973,43.170
2010-03-08,5.27000,99.4533,11.2143,43.560
2010-03-05,5.24000,99.0099,11.2017,43.465
2010-03-04,5.27000,99.5088,11.2151,43.720
2010-03-03,5.26040,99.3691,11.2108,43.615
2010-03-02,5.22890,98.8375,11.1970,43.390
2010-03-01,5.22240,98.7105,11.1937,43.330
2010-02-26,5.23730,98.9894,11.2003,43.510
2010-02-25,5.20810,98.5977,11.1886,43.305
2010-02-24,5.23080,98.7373,11.1962,43.440
2010-02-23,5.24590,99.0206,11.2095,43.495
2010-02-22,5.25490,99.3233,11.2159,43.730
2010-02-19,5.21000,98.3913,11.1932,43.380
2010-02-18,5.23000,99.3096,11.2006,43.535
2010-02-17,5.30000,100.0678,11.2238,44.045
2010-02-16,5.27000,99.7221,11.2180,43.790
2010-02-15,5.24000,99.4967,11.2125,43.670
2010-02-12,5.22000,98.7770,11.2098,43.560
2010-02-11,5.28000,100.0662,11.2096,43.940
2010-02-10,5.28000,100.2044,11.2254,44.065
2010-02-09,5.29000,100.3363,11.2336,44.145
2010-02-08,5.25000,100.0326,11.2160,44.010
2010-02-05,5.26000,99.9773,11.2180,44.055
2010-02-04,5.30890,100.7675,11.2405,44.330
2010-02-03,5.36000,101.5189,11.2594,44.690
2010-02-02,5.35000,101.1503,11.2528,44.670
2010-02-01,5.34000,101.0084,11.2497,44.645
2010-01-29,5.34000,101.2381,11.2635,44.660
2010-01-28,5.34240,101.2947,11.2631,44.760
2010-01-27,5.37000,101.6924,11.2715,45.125
2010-01-26,5.36080,101.7809,11.2743,45.140
2010-01-25,5.39000,102.1508,11.2829,45.220
2010-01-22,5.39000,103.3693,11.2872,45.180
2010-01-21,5.35000,101.7561,11.2708,44.865
2010-01-20,5.37000,101.9723,11.2810,45.165
2010-01-19,5.43000,102.6345,11.3151,45.400
2010-01-18,5.45000,103.0456,11.3267,45.655
2010-01-15,5.46210,104.5205,11.3132,45.700
2010-01-14,5.50000,103.6808,11.3277,45.985
2010-01-13,5.53000,104.0981,11.3380,46.325
2010-01-12,5.49000,103.7270,11.3277,46.015
2010-01-11,5.52000,103.9855,11.3333,46.150
2010-01-08,5.42000,102.7301,11.3020,45.500
2010-01-07,5.45000,102.8269,11.3032,45.575
2010-01-06,5.47000,103.0769,11.3097,45.725
2010-01-05,5.48000,103.5824,11.3209,45.950
2010-01-04,5.47000,103.3722,11.3148,45.765
2010-01-01,-,-,-,-
2009-12-31,5.48000,103.4656,11.3168,46.065
2009-12-30,5.49000,103.2144,11.3079,46.150
2009-12-29,5.49000,103.8753,11.3215,46.605
2009-12-28,5.46000,104.0169,11.3163,46.510
2009-12-25,-,-,-,-
2009-12-24,5.47000,104.3910,11.3162,46.505
2009-12-23,5.42000,103.5454,11.3310,46.185
2009-12-22,5.44000,103.5450,11.3003,46.200
2009-12-21,5.48000,105.5114,11.3127,46.540
2009-12-18,5.48000,103.8508,11.3073,46.410
2009-12-17,5.46000,103.8719,11.3090,46.395
2009-12-16,5.55000,105.1047,11.3369,47.035
2009-12-15,5.54000,104.8454,11.3346,46.930
2009-12-14,5.57000,106.8792,11.3489,47.305
2009-12-11,5.61000,105.9110,11.3930,47.575
2009-12-10,5.60000,105.9060,11.3587,47.555
2009-12-09,5.61000,106.3312,11.3634,47.730
2009-12-08,5.62000,106.8694,11.3652,47.760
2009-12-07,5.63000,107.1549,11.3663,47.725
2009-12-04,5.74000,108.7456,11.4016,48.460
2009-12-03,5.76000,109.0344,11.4081,48.580
2009-12-02,5.75000,108.8543,11.4047,48.540
2009-12-01,5.75000,108.7560,11.4230,48.520
2009-11-30,5.72000,108.3848,11.3965,48.295
2009-11-27,5.68000,107.6899,11.3829,48.215
2009-11-26,5.73000,108.5395,11.4016,48.570
2009-11-25,5.74000,108.5297,11.4039,48.610
2009-11-24,5.69000,108.0519,11.3905,48.305
2009-11-23,5.69000,108.0431,11.3896,48.285
2009-11-20,5.64000,107.2397,11.3705,47.890
2009-11-19,5.66000,107.4521,11.3762,47.970
2009-11-18,5.70000,107.8593,11.3878,48.040
2009-11-17,5.68000,107.4024,11.3777,47.765
2009-11-16,5.71000,107.8954,11.3892,48.155
2009-11-13,5.67000,107.4992,11.3759,48.010
2009-11-12,5.69000,107.7964,11.3835,48.225
2009-11-11,5.74000,108.3279,11.3978,48.545
2009-11-10,5.71000,107.9429,11.3885,48.395
2009-11-09,5.72000,108.0462,11.3914,48.480
2009-11-06,5.67000,107.4490,11.3930,48.290
2009-11-05,5.67000,107.4743,11.3769,48.365
2009-11-04,5.64000,106.9480,11.3810,48.045
2009-11-03,5.60000,106.4193,11.3506,47.740
2009-11-02,5.64000,107.0404,11.3647,48.075
2009-10-30,5.65000,107.1484,11.3681,48.105
2009-10-29,5.65000,107.0728,11.3671,48.160
2009-10-28,5.65000,107.0520,11.3664,48.040
2009-10-27,5.68000,107.4246,11.3779,48.280
2009-10-26,5.74000,108.1831,11.3955,48.645
2009-10-23,5.74000,108.1354,11.3959,48.660
2009-10-22,5.73000,108.0152,11.3932,48.590
2009-10-21,5.70000,107.2820,11.3839,48.280
2009-10-20,5.72000,107.5068,11.3898,48.325
2009-10-19,5.70000,107.5631,11.3831,48.220
2009-10-16,5.68000,107.3280,11.3767,48.015
2009-10-15,5.68000,107.2944,11.3760,47.875
2009-10-14,5.69000,107.3230,11.3785,47.960
2009-10-13,5.69000,107.2389,11.3757,47.995
2009-10-12,5.65000,106.7009,11.3637,47.670
2009-10-09,5.65000,106.6921,11.3617,47.545
2009-10-08,5.66000,106.7360,11.3641,47.450
2009-10-07,5.65000,106.3693,11.3850,47.230
2009-10-06,5.65000,106.5734,11.3582,47.360
2009-10-05,5.62000,106.0062,11.3448,47.130
2009-10-02,5.59000,105.5751,11.3337,46.980
2009-10-01,5.59000,105.5847,11.3344,46.965
2009-09-30,5.63000,106.1314,11.3486,47.095
2009-09-29,5.59000,105.6886,11.3358,47.105
2009-09-28,5.62000,106.1530,11.3485,47.565
2009-09-25,5.63000,106.2462,11.3517,47.575
2009-09-24,5.67000,106.3813,11.3646,47.850
2009-09-23,5.68000,106.8215,11.3661,47.835
2009-09-22,5.67000,106.4308,11.3846,47.870
2009-09-21,5.63000,105.8747,11.3504,47.510
2009-09-18,5.63000,106.4205,11.3565,47.720
2009-09-17,5.63000,106.5409,11.3568,47.670
2009-09-16,5.62000,106.3102,11.3519,47.645
2009-09-15,5.61000,106.0006,11.3439,47.675
2009-09-14,5.61000,105.4071,11.3367,47.540
2009-09-11,5.62000,105.7867,11.3413,47.610
2009-09-10,5.60000,105.5408,11.3358,47.480
2009-09-09,5.59000,105.4267,11.3339,47.575
2009-09-08,5.57000,105.2042,11.3262,47.385
2009-09-07,5.51000,104.4247,11.3072,47.095
2009-09-04,5.49000,103.7418,11.2984,46.920
2009-09-03,5.51000,104.1151,11.3072,47.155
2009-09-02,5.48000,103.9122,11.2929,46.815
2009-09-01,5.51000,104.0342,11.3046,47.015
2009-08-31,5.50000,103.8217,11.2997,46.990
2009-08-28,5.53000,104.2395,11.3115,47.285
2009-08-27,5.49000,103.7997,11.2989,46.970
2009-08-26,5.49000,103.8143,11.2990,46.980
2009-08-25,5.50000,104.0424,11.3059,47.145
2009-08-24,5.51000,104.0494,11.3065,47.065
2009-08-21,5.51000,104.4435,11.3071,47.140
2009-08-20,5.48000,104.0152,11.3143,46.935
2009-08-19,5.43000,103.0670,11.2775,46.580
2009-08-18,5.41000,103.3163,11.2766,46.490
2009-08-17,5.40000,102.8804,11.2714,46.410
2009-08-14,5.48000,103.8959,11.3026,47.030
2009-08-13,5.47000,103.8887,11.3025,47.015
2009-08-12,5.43000,103.7030,11.2857,46.675
2009-08-11,5.42000,103.6773,11.3002,46.540
2009-08-10,5.44000,103.8508,11.2893,46.585
2009-08-07,5.49000,104.5405,11.3107,47.070
2009-08-06,5.50000,104.5633,11.3124,47.105
2009-08-05,5.51000,104.5879,11.3174,47.140
2009-08-04,5.50000,104.3768,11.3143,46.995
2009-08-03,5.48000,103.9533,11.3034,46.860
2009-07-31,5.41000,103.2747,11.2812,46.390
2009-07-30,5.37000,102.7547,11.2689,46.165
2009-07-29,5.38000,102.8452,11.2768,46.350
2009-07-28,5.41000,103.5292,11.2935,46.575
2009-07-27,5.43000,103.8369,11.2991,46.820
2009-07-24,5.42000,103.5720,11.3162,46.865
2009-07-23,5.41000,103.7274,11.2928,46.655
2009-07-22,5.40000,103.4318,11.2889,46.665
2009-07-21,5.41000,103.6702,11.2925,46.645
2009-07-20,5.41000,103.5644,11.3125,46.610
2009-07-17,5.36000,102.8484,11.2750,46.440
2009-07-16,5.38000,103.1419,11.3008,46.555
2009-07-15,5.36000,103.2953,11.2738,46.445
2009-07-14,5.33000,102.6869,11.2720,46.310
2009-07-13,5.32000,102.2621,11.2586,46.380
2009-07-10,5.29000,101.9082,11.2483,45.935
2009-07-09,5.32000,102.3369,11.2728,46.115
2009-07-08,5.29000,101.9360,11.2479,45.905
2009-07-07,5.33000,102.9397,11.2642,46.235
2009-07-06,5.28000,102.0211,11.2475,45.840
2009-07-03,5.32000,102.6840,11.2632,46.060
2009-07-02,5.34000,102.7497,11.2689,46.240
2009-07-01,5.35000,103.1203,11.2754,46.200
2009-06-30,5.35000,103.5492,11.2807,46.365
2009-06-29,5.34000,103.0052,11.2710,46.315
2009-06-26,5.35000,102.7457,11.2753,46.405
2009-06-25,5.28000,102.0269,11.2540,45.945
2009-06-24,5.32000,102.4327,11.2655,46.110
2009-06-23,5.29000,102.1792,11.2590,46.025
2009-06-22,5.23000,101.5861,11.2411,45.555
2009-06-19,5.25000,101.8917,11.2524,45.800
2009-06-18,5.24000,101.8248,11.2713,45.800
2009-06-17,5.21000,101.4680,11.2390,45.505
2009-06-16,5.22000,101.6956,11.2770,45.675
2009-06-15,5.21000,101.2712,11.2623,45.615
2009-06-12,5.27000,102.1942,11.2940,45.925
2009-06-11,5.25000,101.9737,11.2592,45.825
2009-06-10,5.30000,102.6132,11.2955,46.125
2009-06-09,5.24000,102.4041,11.2546,45.835
2009-06-08,5.21000,101.3535,11.2428,45.570
2009-06-05,5.31000,103.1731,11.2863,46.205
2009-06-04,5.28000,102.7103,11.2766,45.935
2009-06-03,5.32000,103.0434,11.2915,46.195
2009-06-02,5.33000,103.0529,11.2938,46.195
2009-06-01,5.33000,102.5191,11.2919,46.015
2009-05-29,5.27000,101.7594,11.2759,46.010
2009-05-28,5.18000,100.5946,11.2410,45.215
2009-05-27,5.20000,100.5320,11.2477,45.360
2009-05-26,5.19000,100.4992,11.2495,45.415
2009-05-25,5.23000,101.0261,11.2634,45.700
2009-05-22,5.21000,100.8220,11.2582,45.640
2009-05-21,5.13000,99.5850,11.2295,45.055
2009-05-20,5.11000,98.7528,11.2440,44.945
2009-05-19,5.07000,98.4080,11.2067,44.725
2009-05-18,5.03000,97.7303,11.1901,44.535
2009-05-15,5.04000,98.2241,11.1937,44.515
2009-05-14,5.05000,98.0741,11.1996,44.680
2009-05-13,5.07000,98.1128,11.2074,44.790
2009-05-12,5.09000,99.2454,11.2175,45.005
2009-05-11,5.04000,97.6242,11.2014,44.625
2009-05-08,5.00000,97.2776,11.1802,44.340
2009-05-07,4.96000,96.9085,11.1700,44.250
2009-05-06,4.93000,95.5808,11.1631,44.185
2009-05-05,4.95000,97.8065,11.1758,44.385
2009-05-04,4.92000,95.7837,11.1481,43.740
2009-05-01,-,-,-,-
2009-04-30,4.94000,96.4562,11.1581,44.030
2009-04-29,4.93000,96.2979,11.1543,44.630
2009-04-28,4.81000,94.9975,11.1129,43.905
2009-04-27,4.85000,95.6288,11.1334,44.265
2009-04-24,4.89000,96.1503,11.1501,44.610
2009-04-23,4.82000,95.2520,11.1215,44.115
2009-04-22,4.78000,94.7785,11.1064,43.840
2009-04-21,4.75000,94.7010,11.1027,43.760
2009-04-20,4.77000,94.9954,11.1095,43.880
2009-04-17,4.80000,95.5911,11.1235,44.160
2009-04-16,4.85000,96.2120,11.1456,44.605
2009-04-15,4.85000,96.1300,11.1416,44.525
2009-04-14,4.89000,98.1079,11.1575,44.630
2009-04-13,-,-,-,-
2009-04-10,-,-,-,-
2009-04-09,4.88000,97.6578,11.1559,44.820
2009-04-08,4.86000,96.7318,11.1497,44.825
2009-04-07,4.87000,96.8609,11.1531,44.465
2009-04-06,5.01000,98.0080,11.1883,44.815
2009-04-03,4.98000,97.7073,11.1788,44.765
2009-04-02,4.97000,97.1039,11.1747,44.850
2009-04-01,4.92000,99.7303,11.1536,44.835
2009-03-31,4.94000,99.7674,11.1615,45.125
2009-03-30,4.90000,99.2839,11.1437,44.855
2009-03-27,4.91000,99.4887,11.1602,44.870
2009-03-26,5.01000,100.4084,11.2058,46.015
2009-03-25,4.97000,98.5927,11.1889,45.720
2009-03-24,4.98000,98.7387,11.1908,45.625
2009-03-23,4.96000,98.8988,11.1987,45.795
2009-03-20,4.95000,98.7654,11.1968,45.775
2009-03-19,4.99000,98.6431,11.2174,46.400
2009-03-18,4.79000,95.2582,11.1338,44.820
2009-03-17,4.71000,94.3084,11.0640,44.300
2009-03-16,4.76000,94.8153,11.1213,44.875
2009-03-13,4.71000,92.2922,11.0985,44.500
2009-03-12,4.66000,92.0535,11.0797,44.090
2009-03-11,4.65000,91.9237,11.0590,44.120
2009-03-10,4.65000,91.9139,11.0550,44.225
2009-03-09,4.57000,91.6048,11.0441,43.740
2009-03-06,4.59000,91.6271,11.0604,44.025
2009-03-05,4.55000,91.2197,11.0431,43.880
2009-03-04,4.54000,91.0740,11.0425,44.015
2009-03-03,4.57000,91.4688,11.0515,44.265
2009-03-02,4.50000,91.2454,11.0484,44.295
2009-02-27,4.50000,91.6311,11.0564,44.180
2009-02-26,4.54000,91.4890,11.0804,44.575
2009-02-25,4.55000,92.5526,11.0807,44.455
2009-02-24,4.53000,92.4041,11.0763,44.390
2009-02-23,4.53000,92.5615,11.0820,44.290
2009-02-20,4.45000,91.3414,11.0485,43.835
2009-02-19,4.47000,91.8317,11.0677,44.050
2009-02-18,4.42000,91.3714,11.0489,43.635
2009-02-17,4.42000,89.7753,11.0544,43.710
2009-02-16,4.46000,91.1051,11.0763,43.750
2009-02-13,4.48000,91.1036,11.0865,43.645
2009-02-12,4.48000,92.2629,11.0870,43.640
2009-02-11,4.51000,92.7396,11.1015,43.990
2009-02-10,4.52000,92.8178,11.1098,44.030
2009-02-09,4.53000,92.8014,11.1160,44.055
2009-02-06,4.46000,92.3435,11.0819,43.165
2009-02-05,4.48000,91.8236,11.0870,43.220
2009-02-04,4.48000,92.3015,11.0862,43.155
2009-02-03,4.49000,91.9667,11.0909,43.305
2009-02-02,4.45000,91.9167,11.0764,43.070
2009-01-30,4.47000,92.3265,11.0847,43.185
2009-01-29,4.57000,95.2804,11.1325,44.175
2009-01-28,4.62000,95.6168,11.1549,44.670
2009-01-27,4.59000,93.9504,11.1419,44.370
2009-01-26,4.53000,93.0604,11.1142,43.765
2009-01-23,4.45000,92.1944,11.0828,43.105
2009-01-22,4.51000,94.3494,11.1123,43.535
2009-01-21,4.47000,92.7325,11.1000,43.370
2009-01-20,4.47000,92.8051,11.1039,43.500
2009-01-19,4.56000,93.9020,11.1422,44.190
2009-01-16,4.58000,94.3099,11.1565,44.270
2009-01-15,4.52000,93.3615,11.1265,43.665
2009-01-14,4.55000,95.8931,11.1417,43.805
2009-01-13,4.57000,96.1386,11.1542,44.085
2009-01-12,4.62000,96.5423,11.1749,44.525
2009-01-09,4.72000,97.6125,11.2171,45.360
2009-01-08,4.71000,97.2910,11.2081,45.115
2009-01-07,4.70000,94.9991,11.2050,44.845
2009-01-06,4.59000,96.1353,11.1666,44.080
2009-01-05,4.70000,95.8889,11.2017,44.805
2009-01-02,4.80000,98.0598,11.2415,45.485
2009-01-01,-,-,-,-
2008-12-31,4.80000,98.2110,11.2506,45.700
2008-12-30,4.86000,98.9243,11.2748,46.225
2008-12-29,4.91000,101.3129,11.3010,47.060
2008-12-26,-,-,-,-
2008-12-25,-,-,-,-
2008-12-24,4.81000,99.5685,11.2621,46.250
2008-12-23,4.80000,99.5373,11.2605,46.170
2008-12-22,4.78000,99.4524,11.2583,46.050
2008-12-19,4.75000,99.4898,11.2549,45.360
2008-12-18,4.98000,103.7224,11.3463,47.475
2008-12-17,4.78000,100.9282,11.2680,45.960
2008-12-16,4.69000,95.9669,11.2189,45.215
2008-12-15,4.62000,94.5295,11.1920,44.850
2008-12-12,4.55000,93.4134,11.1663,44.425
2008-12-11,4.51000,92.7363,11.1481,44.020
2008-12-10,4.41000,91.3734,11.1025,43.230
2008-12-09,4.46000,90.9481,11.0892,43.085
2008-12-08,4.45000,91.0139,11.0911,43.075
2008-12-05,4.36000,90.0117,11.0610,42.495
2008-12-04,4.31000,88.3747,11.0550,42.390
2008-12-03,4.30000,88.2517,11.0527,42.300
2008-12-02,4.30000,90.3626,11.0656,42.510
2008-12-01,4.25000,89.7797,11.0510,42.055
2008-11-28,4.29000,89.7517,11.0707,42.370
2008-11-27,4.32000,89.3490,11.0987,42.955
2008-11-26,4.33000,87.0237,11.1037,43.065
2008-11-25,4.28000,87.4927,11.0840,42.730
2008-11-24,4.26000,87.4830,11.0769,42.670
2008-11-21,4.20000,86.4258,11.0514,42.105
2008-11-20,4.17000,86.1385,11.0400,41.895
2008-11-19,4.20000,86.4695,11.0546,42.030
2008-11-18,4.20000,86.4548,11.0543,41.970
2008-11-17,4.20000,86.4251,11.0599,41.990
2008-11-14,4.19000,86.3931,11.0618,41.920
2008-11-13,4.14000,85.4057,11.0363,41.530
2008-11-12,4.14000,85.1041,11.0375,41.340
2008-11-11,4.21000,86.1060,11.0732,41.890
2008-11-10,4.26000,86.6340,11.0968,42.310
2008-11-07,4.21000,85.9627,11.0764,41.900
2008-11-06,4.22000,85.9293,11.0761,41.880
2008-11-05,4.26000,86.2033,11.0951,42.270
2008-11-04,4.33000,85.7911,11.0847,42.065
2008-11-03,4.34000,85.5479,11.0859,42.140
2008-10-31,4.31000,85.3380,11.0753,42.075
2008-10-30,4.38000,84.8839,11.1202,42.710
2008-10-29,4.36000,81.7727,11.0772,42.500
2008-10-28,4.13000,80.5923,11.0375,41.895
2008-10-27,4.09000,80.3172,11.0254,41.740
2008-10-24,4.10000,80.4318,11.0496,42.140
2008-10-23,4.14000,80.5429,11.0840,42.700
2008-10-22,4.12000,79.9413,11.0893,42.355
2008-10-21,4.27000,81.0420,11.1424,43.115
2008-10-20,4.31000,82.2220,11.1690,43.750
2008-10-17,4.30000,82.1090,11.1753,43.650
2008-10-16,4.33000,82.6831,11.1908,43.945
2008-10-15,4.35000,83.2556,11.2088,44.165
2008-10-14,4.43000,83.7772,11.2264,44.530
2008-10-13,4.39000,83.9826,11.2096,44.100
2008-10-10,4.39000,83.1035,11.2017,44.050
2008-10-09,4.41000,83.5833,11.2158,44.370
2008-10-08,4.41000,83.7522,11.2250,44.590
2008-10-07,4.32000,84.7508,11.2087,44.105
2008-10-06,4.32000,83.4537,11.2084,44.070
2008-10-03,4.35000,84.3736,11.2390,44.515
2008-10-02,4.36000,85.9300,11.2610,44.725
2008-10-01,4.41000,85.8800,11.2726,45.115
2008-09-30,4.46000,86.9182,11.3040,46.035
2008-09-29,4.47000,87.7773,11.3098,46.010
2008-09-26,4.55000,88.2646,11.3482,46.950
2008-09-25,4.56000,88.5528,11.3558,47.050
2008-09-24,4.56000,88.6101,11.3544,46.945
2008-09-23,4.57000,88.7985,11.3602,47.060
2008-09-22,4.54000,88.1691,11.3397,46.670
2008-09-19,4.44000,86.8325,11.2951,45.805
2008-09-18,4.50000,87.8966,11.3291,46.730
2008-09-17,4.40000,86.7735,11.2922,45.640
2008-09-16,4.40000,86.9502,11.2972,45.730
2008-09-15,4.36000,86.4023,11.2822,45.330
2008-09-12,4.33000,86.4555,11.2714,45.105
2008-09-11,4.28000,85.7877,11.2534,44.705
2008-09-10,4.31000,86.4244,11.2760,44.945
2008-09-09,4.31000,86.6549,11.2819,45.105
2008-09-08,4.32000,86.9684,11.2919,45.165
2008-09-05,4.33000,87.0563,11.2962,45.445
2008-09-04,4.39000,88.3985,11.3279,46.040
2008-09-03,4.39000,88.3067,11.3220,45.985
2008-09-02,4.43000,89.3197,11.3457,46.215
2008-09-01,4.43000,89.3197,11.3457,46.215
2008-08-29,4.46000,89.7288,11.3603,46.480
2008-08-28,4.47000,89.9037,11.3644,46.505
2008-08-27,4.47000,89.9015,11.3640,46.490
2008-08-26,4.42000,89.2595,11.3429,46.005
2008-08-25,4.46000,89.9753,11.3648,46.425
2008-08-22,4.48000,90.1881,11.3695,46.445
2008-08-21,4.48000,90.2024,11.3702,46.495
2008-08-20,4.46000,89.9142,11.3604,46.250
2008-08-19,4.45000,89.6911,11.3530,46.105
2008-08-18,4.46000,89.8514,11.3560,46.040
2008-08-15,4.46000,89.9795,11.3592,46.165
2008-08-14,4.51000,92.2922,11.3820,46.605
2008-08-13,4.53000,92.3032,11.3809,46.385
2008-08-12,4.52000,92.3742,11.3820,46.490
2008-08-11,4.58000,93.0294,11.3949,46.825
2008-08-08,4.59000,93.5321,11.4033,46.915
2008-08-07,4.71000,94.5577,11.4508,47.830
2008-08-06,4.70000,94.7037,11.4508,47.590
2008-08-05,4.70000,94.9070,11.4522,47.590
2008-08-04,4.73000,95.4977,11.4621,47.750
2008-08-01,4.74000,97.0424,11.4626,47.790
2008-07-31,4.72000,95.9833,11.4675,47.795
2008-07-30,4.71000,96.0499,11.4650,47.585
2008-07-29,4.73000,96.3101,11.4778,47.845
2008-07-28,4.75000,96.7407,11.4822,47.865
2008-07-25,4.75000,96.7710,11.4809,47.840
2008-07-24,4.74000,98.0449,11.4743,47.675
2008-07-23,4.77000,98.1653,11.4817,47.855
2008-07-22,4.81000,98.4872,11.5021,48.365
2008-07-21,4.80000,98.4469,11.4949,48.150
2008-07-18,4.78000,98.4201,11.4906,48.020
2008-07-17,4.80000,98.5201,11.4942,48.115
2008-07-16,4.80000,97.2902,11.4982,48.240
2008-07-15,4.83000,97.7469,11.5103,48.600
2008-07-14,4.79000,97.5700,11.4939,48.175
2008-07-11,4.78000,97.5515,11.4922,48.120
2008-07-10,4.73000,97.1147,11.4784,47.785
2008-07-09,4.73000,98.6017,11.4784,47.755
2008-07-08,4.74000,97.1417,11.4757,47.705
2008-07-07,4.74000,97.0049,11.4709,47.560
2008-07-04,4.74000,98.5786,11.4735,47.630
2008-07-03,4.80000,98.1614,11.4981,48.275
2008-07-02,4.78000,97.8233,11.4899,48.025
2008-07-01,4.77000,97.6946,11.4860,47.890
2008-06-30,4.77000,98.9606,11.4847,47.845
2008-06-27,4.77000,99.1093,11.4829,47.840
2008-06-26,4.75000,99.0373,11.4812,47.790
2008-06-25,4.70000,97.2832,11.4644,47.355
2008-06-24,4.71000,98.6694,11.4619,47.375
2008-06-23,4.71000,96.9519,11.4561,47.170
2008-06-20,4.73000,98.6646,11.4640,47.400
2008-06-19,4.70000,96.6711,11.4510,47.010
2008-06-18,4.70000,96.7228,11.5025,47.025
2008-06-17,4.71000,98.6224,11.4910,46.895
2008-06-16,4.70000,96.5956,11.4810,46.970
2008-06-13,4.68000,98.3603,11.4328,46.640
2008-06-12,4.72000,98.5421,11.4446,46.940
2008-06-11,4.75000,98.8703,11.4558,47.120
2008-06-10,4.76000,98.9382,11.4571,47.140
2008-06-09,4.84000,99.7591,11.4869,47.820
2008-06-06,4.78000,98.7844,11.4600,47.315
2008-06-05,4.73000,98.6917,11.4421,46.805
2008-06-04,4.74000,96.5620,11.4497,46.945
2008-06-03,4.81000,99.0865,11.4635,47.215
2008-06-02,4.81000,97.1459,11.4560,46.890
2008-05-30,4.82000,97.3902,11.4548,47.145
2008-05-29,4.85000,97.5747,11.4603,47.365
2008-05-28,4.89000,98.5232,11.4722,47.770
2008-05-27,4.95000,99.5559,11.4841,48.115
2008-05-26,4.94000,99.5465,11.4834,48.040
2008-05-23,4.94000,99.4501,11.4817,48.010
2008-05-22,4.94000,99.5243,11.4837,47.855
2008-05-21,4.95000,99.1966,11.4827,48.020
2008-05-20,4.92000,98.7134,11.4704,47.825
2008-05-19,4.90000,99.8207,11.4632,47.580
2008-05-16,4.90000,98.2806,11.4537,47.500
2008-05-15,4.89000,98.2135,11.4915,47.770
2008-05-14,4.89000,98.1380,11.4695,47.875
2008-05-13,4.92000,98.3619,11.4860,47.755
2008-05-12,4.90000,98.1117,11.4645,47.645
2008-05-09,4.91000,98.2742,11.4486,47.365
2008-05-08,4.89000,97.7834,11.4361,47.335
2008-05-07,4.90000,98.1502,11.4456,47.100
2008-05-06,4.93000,98.9755,11.4975,47.345
2008-05-05,4.90000,98.6889,11.4490,47.160
2008-05-02,4.89000,98.6452,11.4475,47.070
2008-05-01,-,-,-,-
2008-04-30,4.92000,99.2074,11.5065,47.352
2008-04-29,4.94000,99.4442,11.4619,47.328
2008-04-28,4.96000,99.3706,11.4686,47.523
2008-04-25,4.96000,99.2296,11.4642,47.296
2008-04-24,5.02000,102.8435,11.4850,47.771
2008-04-23,5.07000,103.6087,11.5040,48.285
2008-04-22,5.06000,103.5744,11.5040,48.254
2008-04-21,5.04000,103.4227,11.5000,48.147
2008-04-18,5.01000,102.9115,11.4857,47.779
2008-04-17,5.03000,103.2955,11.4960,48.022
2008-04-16,5.03000,103.5122,11.5030,48.190
2008-04-15,4.99000,103.0719,11.4922,47.912
2008-04-14,5.00000,103.2439,11.4973,48.122
2008-04-11,5.00000,103.0983,11.4916,47.967
2008-04-10,5.01000,103.2759,11.4965,48.098
2008-04-09,4.97000,102.6401,11.4801,47.892
2008-04-08,4.96000,102.4916,11.4770,47.918
2008-04-07,4.96000,102.4714,11.4762,47.724
2008-04-04,4.97000,102.6071,11.4792,47.816
2008-04-03,4.91000,101.7712,11.4565,47.223
2008-04-02,4.95000,102.1507,11.4694,47.479
2008-04-01,4.96000,102.3301,11.4720,47.465
2008-03-31,5.00000,103.1557,11.4898,48.037
2008-03-28,4.99000,102.8658,11.4881,48.013
2008-03-27,5.00000,102.8283,11.4866,47.595
2008-03-26,4.98000,102.4807,11.4816,47.137
2008-03-25,4.92000,101.8804,11.4640,46.878
2008-03-24,-,-,-,-
2008-03-21,-,-,-,-
2008-03-20,4.87000,101.2620,11.4635,47.335
2008-03-19,4.94000,102.3839,11.4762,48.204
2008-03-18,4.97000,102.6799,11.4848,48.456
