Name,Symbol,Start Date,Hist.,Category,From Currency,To Currency,Source,Full Name,Activity
NETH. GUILDER TO US $ 9M FWD (WMR),USNLG9F,1997/10/27,1997,Exchange Rates,Dutch Guilder,United States Dollar,WM/Reuters,Netherlands Guilder to United States Dollar 9 Month Forward (WMR),Active
NETH. GUILDER TO US $ ON FWD (WMR),USNLGON,1997/10/27,1997,Exchange Rates,Dutch Guilder,United States Dollar,WM/Reuters,Netherlands Guilder to United States Dollar On Forward (WMR),Active
NETH. GUILDER TO US $ TN FWD (WMR),USNLGTN,1997/10/27,1997,Exchange Rates,Dutch Guilder,United States Dollar,WM/Reuters,Netherlands Guilder to United States Dollar TN Forward (WMR),Active
NETHERLANDS ANTILLES TO US $ (WMR),NANTGL$,2004/1/12,2004,Exchange Rates,Netherlands Antillean Guilder,United States Dollar,WM/Reuters,Netherlands Antilles to United States Dollar (WMR),Active
NEW AZERBAIJAN MANAT TO US $ (RFV),TDAZNSP,2001/5/7,2001,Exchange Rates,Azerbaijanian Manat,United States Dollar,Refinitiv,New Azerbaijan Manat to United States Dollar (Refinitiv),Active
NEW AZERBAIJAN MANAT TO US $ (WMR),AZERMA$,2004/1/12,2004,Exchange Rates,Azerbaijanian Manat,United States Dollar,WM/Reuters,New Azerbaijan Manat to United States Dollar (WMR),Active
NEW BELARUS ROUBLE TO US $ (RFV),TDBYNSP,1995/12/13,1995,Exchange Rates,Belarusian Ruble (New),United States Dollar,Refinitiv,New Belarus Rouble to United States Dollar (Refinitiv),Active
NEW GUINEA KINA TO US $ (RFV),TDPGKSP,1996/2/19,1996,Exchange Rates,Papua New Guinean Kina,United States Dollar,Refinitiv,New Guinea Kina to United States Dollar (Refinitiv),Active
NEW GUINEA KINA TO US $ (WMR),PAPUAK$,1993/12/31,1993,Exchange Rates,Papua New Guinean Kina,United States Dollar,WM/Reuters,New Guinea Kina to United States Dollar (WMR),Active
NEW MOZAMBIQ.METICAL TO US $ (WMR),MOZAMB$,1998/12/1,1998,Exchange Rates,Mozambican Metical,United States Dollar,WM/Reuters,New Mozambiq Metical to United States Dollar (WMR),Active
NEW ROMANIAN LEU TO US $ (RFV),TDRONSP,1996/1/5,1996,Exchange Rates,Romanian Leu,United States Dollar,Refinitiv,New Romanian Leu to United States Dollar (Refinitiv),Active
NEW ROMANIAN LEU TO US$ 1M FWD (WMR),USRON1F,2004/3/29,2004,Exchange Rates,Romanian Leu,United States Dollar,WM/Reuters,New Romanian Leu to United States Dollar 1 Month Forward (WMR),Active
NEW ROMANIAN LEU TO US$ 1W FWD (WMR),USRON1W,2004/3/29,2004,Exchange Rates,Romanian Leu,United States Dollar,WM/Reuters,New Romanian Leu to United States Dollar 1 Week Forward (WMR),Active
NEW ROMANIAN LEU TO US$ 1Y FWD (WMR),USRON1Y,2004/3/29,2004,Exchange Rates,Romanian Leu,United States Dollar,WM/Reuters,New Romanian Leu to United States Dollar 1 Year Forward (WMR),Active
NEW ROMANIAN LEU TO US$ 2M FWD (WMR),USRON2F,2004/3/29,2004,Exchange Rates,Romanian Leu,United States Dollar,WM/Reuters,New Romanian Leu to United States Dollar 2 Month Forward (WMR),Active
NEW ROMANIAN LEU TO US$ 3M FWD (WMR),USRON3F,2004/3/29,2004,Exchange Rates,Romanian Leu,United States Dollar,WM/Reuters,New Romanian Leu to United States Dollar 3 Month Forward (WMR),Active
NEW ROMANIAN LEU TO US$ 6M FWD (WMR),USRON6F,2004/3/29,2004,Exchange Rates,Romanian Leu,United States Dollar,WM/Reuters,New Romanian Leu to United States Dollar 6 Month Forward (WMR),Active
NEW ROMANIAN LEU TO US$ 9M FWD (WMR),USRON9F,2004/3/29,2004,Exchange Rates,Romanian Leu,United States Dollar,WM/Reuters,New Romanian Leu to United States Dollar 9 Month Forward (WMR),Active
NEW ROMANIAN LEU TO US$ ON FWD (WMR),USRONON,2004/3/29,2004,Exchange Rates,Romanian Leu,United States Dollar,WM/Reuters,New Romanian Leu to United States Dollar On Forward (WMR),Active
NEW ROMANIAN LEU TO US$ TN FWD (WMR),USRONTN,2004/3/29,2004,Exchange Rates,Romanian Leu,United States Dollar,WM/Reuters,New Romanian Leu to United States Dollar TN Forward (WMR),Active
NEW SAO TOME DOBRA TO US $ (RFV),TDSTNSP,1994/9/7,1994,Exchange Rates,Sao Tome and Principe Dobra,United States Dollar,Refinitiv,New Sao Tome Dobra to United States Dollar (Refinitiv),Active
NEW TURKISH LIRA 1M FX VOLATILITY,FVTRY1M,2004/6/8,2004,Exchange Rates,Turkish Lira,United States Dollar,Refinitiv,New Turkish Lira 1 Month FX Volatility,Active
NEW TURKISH LIRA 1Y FX VOLATILITY,FVTRY1Y,2004/6/8,2004,Exchange Rates,Turkish Lira,United States Dollar,Refinitiv,New Turkish Lira 1 Year FX Volatility,Active
NEW TURKISH LIRA 2M FX VOLATILITY,FVTRY2M,2004/6/8,2004,Exchange Rates,Turkish Lira,United States Dollar,Refinitiv,New Turkish Lira 2 Month FX Volatility,Active
NEW TURKISH LIRA 3M FX VOLATILITY,FVTRY3M,2004/6/8,2004,Exchange Rates,Turkish Lira,United States Dollar,Refinitiv,New Turkish Lira 3 Month FX Volatility,Active
NEW TURKISH LIRA 6M FX VOLATILITY,FVTRY6M,2004/6/8,2004,Exchange Rates,Turkish Lira,United States Dollar,Refinitiv,New Turkish Lira 6 Month FX Volatility,Active
NEW TURKISH LIRA 9M FX VOLATILITY,FVTRY9M,2004/6/8,2004,Exchange Rates,Turkish Lira,United States Dollar,Refinitiv,New Turkish Lira 9 Month FX Volatility,Active
NEW TURKISH LIRA SPOT WEEK FX VOL,FVTRYSW,2004/6/8,2004,Exchange Rates,Turkish Lira,United States Dollar,Refinitiv,New Turkish Lira Spot Week FX Volatility,Active
NEW TURKISH LIRA TO US $ (BOE),BOECTRY,2007/3/5,2007,Exchange Rates,Turkish Lira,United States Dollar,Bank of England,New Turkish Lira to United States Dollar (BOE),Active
NEW TURKISH LIRA TO US $ (RFV),USTURKL,1986/2/20,1986,Exchange Rates,Turkish Lira,United States Dollar,GTIS - FTID/TR,New Turkish Lira to United States Dollar (Refinitiv),Active
NEW TURKISH LIRA TO US $ 1M FWD,USTRY1F,1996/12/31,1996,Exchange Rates,Turkish Lira,United States Dollar,WM/Reuters,New Turkish Lira to United States Dollar 1 Month Forward,Active
NEW TURKISH LIRA TO US $ 1W FWD,USTRYWF,1997/10/27,1997,Exchange Rates,Turkish Lira,United States Dollar,WM/Reuters,New Turkish Lira to United States Dollar 1 Week Forward,Active
NEW TURKISH LIRA TO US $ 1Y FWD,USTRYYF,1996/12/31,1996,Exchange Rates,Turkish Lira,United States Dollar,WM/Reuters,New Turkish Lira to United States Dollar 1 Year Forward,Active
NEW TURKISH LIRA TO US $ 2M FWD,USTRY2F,1996/12/31,1996,Exchange Rates,Turkish Lira,United States Dollar,WM/Reuters,New Turkish Lira to United States Dollar 2 Month Forward,Active
NEW TURKISH LIRA TO US $ 2Y FWD,USTRY2Y,2004/3/29,2004,Exchange Rates,Turkish Lira,United States Dollar,WM/Reuters,New Turkish Lira to United States Dollar 2 Year Forward,Active
NEW TURKISH LIRA TO US $ 3M FWD,USTRY3F,1996/12/31,1996,Exchange Rates,Turkish Lira,United States Dollar,WM/Reuters,New Turkish Lira to United States Dollar 3 Month Forward,Active
NEW TURKISH LIRA TO US $ 6M FWD,USTRY6F,1996/12/31,1996,Exchange Rates,Turkish Lira,United States Dollar,WM/Reuters,New Turkish Lira to United States Dollar 6 Month Forward,Active
NEW TURKISH LIRA TO US $ 9M FWD,USTRY9F,1997/10/27,1997,Exchange Rates,Turkish Lira,United States Dollar,WM/Reuters,New Turkish Lira to United States Dollar 9 Month Forward,Active
NEW TURKISH LIRA TO US $ T/N FWD,USTRYTN,1997/10/27,1997,Exchange Rates,Turkish Lira,United States Dollar,WM/Reuters,New Turkish Lira to United States Dollar Tomorrow Next Forward,Active
NEW ZAMBIAN KWACHA TO US $ (RFV),TDZMKSP,1993/3/22,1993,Exchange Rates,Zambian Kwacha,United States Dollar,Refinitiv,New Zambian Kwacha to United States Dollar (Refinitiv),Active
NEW ZEALAND $ TO US $ (BBI),BBNZDSP,1984/12/14,1984,Exchange Rates,New Zealand Dollar,United States Dollar,Barclays Bank PLC,New Zealand Dollar to United States Dollar (BBI),Active
NEW ZEALAND $ TO US $ (RFV),TDNZDIS,-,-,Exchange Rates,New Zealand Dollar,United States Dollar,Refinitiv,New Zealand Dollar to United States Dollar (Refinitiv),Active
NEW ZEALAND $ TO US $ (RFV),NZDOLLZ,1993/12/31,1993,Exchange Rates,New Zealand Dollar,United States Dollar,Refinitiv,New Zealand Dollar to United States Dollar (Refinitiv),Active
NEW ZEALAND $ TO US $ (RFV),USNEWZD,1986/1/2,1986,Exchange Rates,New Zealand Dollar,United States Dollar,GTIS - FTID/TR,New Zealand Dollar to United States Dollar (Refinitiv),Active
NEW ZIMBABWE $ TO US $ (WMR),ZIMBDO$,2006/4/28,2006,Exchange Rates,Zimbabwean Dollar,United States Dollar,WM/Reuters,New Zimbabwe$ to United States Dollar (WMR),Active
NGN TO US$ INVESTORS EXPORT WINDOW,NGNIEWC,2017/7/31,2017,Exchange Rates,Nigerian Naira,United States Dollar,Refinitiv,NGN to United States Dollar Investors Export Window,Active
NGN TO USD PTAX (BR),NGUSCBR,2003/1/3,2003,Exchange Rates,Nigerian Naira,United States Dollar,Banco Central do Brasil,NGN to USD Ptax (BR),Active
NICARAGUA CORDOBA TO US $ (RFV),TDNIOSP,1994/9/7,1994,Exchange Rates,Nicaraguan Gold Cordoba,United States Dollar,Refinitiv,Nicaragua Cordoba to United States Dollar (Refinitiv),Active
NICARAGUAN CORDOBA TO US $ (WMR),NICARA$,2004/1/12,2004,Exchange Rates,Nicaraguan Gold Cordoba,United States Dollar,WM/Reuters,Nicaraguan Cordoba to United States Dollar (WMR),Active
NIGERIAN NAIRA TO USD 1 MONTH(WM),USNG1MF,2012/11/28,2012,Exchange Rates,Nigerian Naira,United States Dollar,WM/Reuters,Nigerian Naira to USD 1 Month (WMR),Active
NIGERIAN NAIRA TO USD 1 WEEK(WM),USNG1WF,2012/11/28,2012,Exchange Rates,Nigerian Naira,United States Dollar,WM/Reuters,Nigerian Naira to USD 1 Week (WMR),Active
NIGERIAN NAIRA TO USD 1 YEAR(WM),USNG1YF,2012/11/28,2012,Exchange Rates,Nigerian Naira,United States Dollar,WM/Reuters,Nigerian Naira to USD 1 Year (WMR),Active
NIGERIAN NAIRA TO USD 2 MONTH(WM),USNG2MF,2012/11/28,2012,Exchange Rates,Nigerian Naira,United States Dollar,WM/Reuters,Nigerian Naira to USD 2 Month (WMR),Active
NIGERIAN NAIRA TO USD 3 MONTH(WM),USNG3MF,2012/11/28,2012,Exchange Rates,Nigerian Naira,United States Dollar,WM/Reuters,Nigerian Naira to USD 3 Month (WMR),Active
NIGERIAN NAIRA TO USD 6 MONTH(WM),USNG6MF,2012/11/28,2012,Exchange Rates,Nigerian Naira,United States Dollar,WM/Reuters,Nigerian Naira to USD 6 Month (WMR),Active
NIGERIAN NAIRA TO USD 9 MONTH(WM),USNG9MF,2012/11/28,2012,Exchange Rates,Nigerian Naira,United States Dollar,WM/Reuters,Nigerian Naira to USD 9 Month (WMR),Active
NIGERIAN NAIRA TO USD O/N(WM),USNGONF,2012/11/28,2012,Exchange Rates,Nigerian Naira,United States Dollar,WM/Reuters,Nigerian Naira to USD Overnight (WMR),Active
NIGERIAN NAIRA TO USD T/N(WM),USNGTNF,2012/11/28,2012,Exchange Rates,Nigerian Naira,United States Dollar,WM/Reuters,Nigerian Naira to USD Tomorrow Next (WMR),Active
NIO TO USD PTAX (BR),NIUSCBR,2011/10/7,2011,Exchange Rates,-,United States Dollar,-,NIO to USD Ptax (BR),Active
NOK TO USD 00:00 HOURLY,NOK00HR,2010/3/30,2010,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 00:00 Hourly,Active
NOK TO USD 01:00 HOURLY,NOK01HR,2010/3/30,2010,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 01:00 Hourly,Active
NOK TO USD 02:00 HOURLY,NOK02HR,2010/3/30,2010,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 02:00 Hourly,Active
NOK TO USD 03:00 HOURLY,NOK03HR,2010/3/30,2010,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 03:00 Hourly,Active
NOK TO USD 04:00 HOURLY,NOK04HR,2010/3/30,2010,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 04:00 Hourly,Active
NOK TO USD 05:00 HOURLY,NOK05HR,2010/3/30,2010,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 05:00 Hourly,Active
NOK TO USD 06:00 HOURLY,NOK06HR,2010/3/30,2010,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 06:00 Hourly,Active
NOK TO USD 07:00 HOURLY,NOK07HR,2010/3/30,2010,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 07:00 Hourly,Active
NOK TO USD 08:00 HOURLY,NOK08HR,2010/3/30,2010,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 08:00 Hourly,Active
NOK TO USD 09:00 HOURLY,NOK09HR,2010/3/30,2010,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 09:00 Hourly,Active
NOK TO USD 10:00 HOURLY,NOK10HR,2010/3/30,2010,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 10:00 Hourly,Active
NOK TO USD 10MONTH FORWARD,TDNOKXM,2007/3/2,2007,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 10MONTH Forward,Active
NOK TO USD 10YEAR FORWARD,TDNOKXY,2006/12/14,2006,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 10YEAR Forward,Active
NOK TO USD 11:00 HOURLY,NOK11HR,2010/3/30,2010,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 11:00 Hourly,Active
NOK TO USD 11MONTH FORWARD,TDNOK11,2007/3/2,2007,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 11MONTH Forward,Active
NOK TO USD 12:00 HOURLY,NOK12HR,2010/3/30,2010,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 12:00 Hourly,Active
NOK TO USD 13:00 HOURLY,NOK13HR,2010/3/30,2010,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 13:00 Hourly,Active
NOK TO USD 14:00 HOURLY,NOK14HR,2010/3/30,2010,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 14:00 Hourly,Active
NOK TO USD 15:00 HOURLY,NOK15HR,2010/3/30,2010,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 15:00 Hourly,Active
NOK TO USD 16:00 HOURLY,NOK16HR,2010/3/30,2010,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 16:00 Hourly,Active
NOK TO USD 17:00 HOURLY,NOK17HR,2010/3/30,2010,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 17:00 Hourly,Active
NOK TO USD 18:00 HOURLY,NOK18HR,2010/3/30,2010,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 18:00 Hourly,Active
NOK TO USD 18MONTH FORWARD,TDNOK18,2007/3/2,2007,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 18MONTH Forward,Active
NOK TO USD 19:00 HOURLY,NOK19HR,2010/3/30,2010,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 19:00 Hourly,Active
NOK TO USD 20:00 HOURLY,NOK20HR,2010/3/30,2010,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 20:00 Hourly,Active
NOK TO USD 21:00 HOURLY,NOK21HR,2010/3/30,2010,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 21:00 Hourly,Active
NOK TO USD 22:00 HOURLY,NOK22HR,2010/3/30,2010,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 22:00 Hourly,Active
NOK TO USD 23:00 HOURLY,NOK23HR,2010/3/30,2010,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 23:00 Hourly,Active
NOK TO USD 2WEEK FORWARD,TDNOK2W,2007/3/2,2007,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 2WEEK Forward,Active
NOK TO USD 3WEEK FORWARD,TDNOK3W,2007/3/2,2007,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 3WEEK Forward,Active
NOK TO USD 3YEAR FORWARD,TDNOK3Y,2006/12/14,2006,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 3YEAR Forward,Active
NOK TO USD 4MONTH FORWARD,TDNOK4M,2007/3/2,2007,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 4MONTH Forward,Active
NOK TO USD 4YEAR FORWARD,TDNOK4Y,2006/12/14,2006,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 4YEAR Forward,Active
NOK TO USD 5MONTH FORWARD,TDNOK5M,2007/3/2,2007,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 5MONTH Forward,Active
NOK TO USD 5YEAR FORWARD,TDNOK5Y,2006/12/14,2006,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 5YEAR Forward,Active
NOK TO USD 6YEAR FORWARD,TDNOK6Y,2006/12/14,2006,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 6YEAR Forward,Active
NOK TO USD 7MONTH FORWARD,TDNOK7M,2007/3/2,2007,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 7MONTH Forward,Active
NOK TO USD 7YEAR FORWARD,TDNOK7Y,2006/12/14,2006,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 7YEAR Forward,Active
NOK TO USD 8YEAR FORWARD,TDNOK8Y,2006/12/14,2006,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 8YEAR Forward,Active
NOK TO USD 9YEAR FORWARD,TDNOK9Y,2006/12/14,2006,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,NOK to USD 9YEAR Forward,Active
NOK TO USD PTAX (BR),NOUSCBR,2003/1/3,2003,Exchange Rates,Norwegian Krone,United States Dollar,Banco Central do Brasil,NOK to USD Ptax (BR),Active
NORTH KOREAN WON TO US $ (RFV),TDKPWSP,1994/9/7,1994,Exchange Rates,-,United States Dollar,-,North Korean Won to United States Dollar (Refinitiv),Active
NORWEG KRONE TO US $ 1W FWD (RFV),TDNOK1W,1990/5/25,1990,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,Norwegian Krone to United States Dollar 1 Week Forward (Refinitiv),Active
NORWEG KRONE TO US $ 1Y FWD (RFV),TDNOK1Y,1990/5/25,1990,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,Norwegian Krone to United States Dollar 1 Year Forward (Refinitiv),Active
NORWEG KRONE TO US $ 2M FWD (RFV),TDNOK2M,1990/5/25,1990,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,Norwegian Krone to United States Dollar 2 Month Forward (Refinitiv),Active
NORWEG KRONE TO US $ 2Y FWD (RFV),TDNOK2Y,1997/12/8,1997,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,Norwegian Krone to United States Dollar 2 Year Forward (Refinitiv),Active
NORWEG KRONE TO US $ 3M FWD (RFV),TDNOK3M,1990/5/25,1990,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,Norwegian Krone to United States Dollar 3 Month Forward (Refinitiv),Active
NORWEG KRONE TO US $ 6M FWD (RFV),TDNOK6M,1990/5/25,1990,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,Norwegian Krone to United States Dollar 6 Month Forward (Refinitiv),Active
NORWEG KRONE TO US $ 8M FWD (RFV),TDNOK8M,2007/3/5,2007,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,Norwegian Krone to United States Dollar 8 Month Forward (Refinitiv),Active
NORWEG KRONE TO US $ 9M FWD (RFV),TDNOK9M,1990/5/25,1990,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,Norwegian Krone to United States Dollar 9 Month Forward (Refinitiv),Active
NORWEG KRONE TO US $ O/N FWD (RFV),TDNOKON,1991/10/8,1991,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,Norwegian Krone to United States Dollar Overnight Forward (Refinitiv),Active
NORWEG KRONE TO US $ S/N FWD (RFV),TDNOKSN,2009/1/6,2009,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,Norwegian Krone to United States Dollar Spot Next Forward (Refinitiv),Active
NORWEG KRONE TO US $ T/N FWD (RFV),TDNOKTN,1991/10/8,1991,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,Norwegian Krone to United States Dollar Tomorrow Next Forward (Refinitiv),Active
NORWEGIAN KRONE 1M FX VOLATILITY,FVNOK1M,2004/2/20,2004,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,Norwegian Krone 1 Month FX Volatility,Active
NORWEGIAN KRONE 1Y FX VOLATILITY,FVNOK1Y,2002/12/4,2002,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,Norwegian Krone 1 Year FX Volatility,Active
NORWEGIAN KRONE 2M FX VOLATILITY,FVNOK2M,2002/12/4,2002,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,Norwegian Krone 2 Month FX Volatility,Active
NORWEGIAN KRONE 3M FX VOLATILITY,FVNOK3M,2002/12/4,2002,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,Norwegian Krone 3 Month FX Volatility,Active
NORWEGIAN KRONE 6M FX VOLATILITY,FVNOK6M,2002/12/4,2002,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,Norwegian Krone 6 Month FX Volatility,Active
NORWEGIAN KRONE 9M FX VOLATILITY,FVNOK9M,2002/12/4,2002,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,Norwegian Krone 9 Month FX Volatility,Active
NORWEGIAN KRONE SPOT WEEK FX VOL,FVNOKSW,2002/12/4,2002,Exchange Rates,Norwegian Krone,United States Dollar,Refinitiv,Norwegian Krone Spot Week FX Volatility,Active
NORWEGIAN KRONE TO US $ (BBI,BBNOKSP,1984/12/14,1984,Exchange Rates,Norwegian Krone,United States Dollar,Barclays Bank PLC,Norwegian Krone to United States Dollar (BBI,Active
NORWEGIAN KRONE TO US $ (BOE),BOECNOK,2007/3/5,2007,Exchange Rates,Norwegian Krone,United States Dollar,Bank of England,Norwegian Krone to United States Dollar (BOE),Active
NORWEGIAN KRONE TO US $ 10AM NY,U$NKFR1,1993/10/5,1993,Exchange Rates,Norwegian Krone,United States Dollar,Federal Reserve Bank of New York,Norwegian Krone to United States Dollar 10AM NY,Active
NORWEGIAN KRONE TO US $ 10M FWD(TP),PDNOK10,2006/6/7,2006,Exchange Rates,Norwegian Krone,United States Dollar,Tullett Prebon,Norwegian Krone to United States Dollar 10 Month Forward (TP),Active
NORWEGIAN KRONE TO US $ 11M FWD(TP),PDNOK11,2006/6/7,2006,Exchange Rates,Norwegian Krone,United States Dollar,Tullett Prebon,Norwegian Krone to United States Dollar 11 Month Forward (TP),Active
NORWEGIAN KRONE TO US $ 1M FWD (TP),PDNOK1M,2006/6/7,2006,Exchange Rates,Norwegian Krone,United States Dollar,Tullett Prebon,Norwegian Krone to United States Dollar 1 Month Forward (TP),Active
NORWEGIAN KRONE TO US $ 1M FWD(WMR),USNOK1F,1996/12/31,1996,Exchange Rates,Norwegian Krone,United States Dollar,WM/Reuters,Norwegian Krone to United States Dollar 1 Month Forward (WMR),Active
NORWEGIAN KRONE TO US $ 1W FWD (TP),PDNOK1W,2006/6/7,2006,Exchange Rates,Norwegian Krone,United States Dollar,Tullett Prebon,Norwegian Krone to United States Dollar 1 Week Forward (TP),Active
NORWEGIAN KRONE TO US $ 1W FWD(WMR),USNOKWF,1997/10/27,1997,Exchange Rates,Norwegian Krone,United States Dollar,WM/Reuters,Norwegian Krone to United States Dollar 1 Week Forward (WMR),Active
NORWEGIAN KRONE TO US $ 1Y FWD (TP),PDNOK1Y,2006/6/7,2006,Exchange Rates,Norwegian Krone,United States Dollar,Tullett Prebon,Norwegian Krone to United States Dollar 1 Year Forward (TP),Active
NORWEGIAN KRONE TO US $ 1Y FWD(WMR),USNOKYF,1996/12/31,1996,Exchange Rates,Norwegian Krone,United States Dollar,WM/Reuters,Norwegian Krone to United States Dollar 1 Year Forward (WMR),Active
NORWEGIAN KRONE TO US $ 2M FWD (TP),PDNOK2M,2006/6/7,2006,Exchange Rates,Norwegian Krone,United States Dollar,Tullett Prebon,Norwegian Krone to United States Dollar 2 Month Forward (TP),Active
NORWEGIAN KRONE TO US $ 2M FWD(WMR),USNOK2F,1996/12/31,1996,Exchange Rates,Norwegian Krone,United States Dollar,WM/Reuters,Norwegian Krone to United States Dollar 2 Month Forward (WMR),Active
NORWEGIAN KRONE TO US $ 2W FWD (TP),PDNOK2W,2006/6/7,2006,Exchange Rates,Norwegian Krone,United States Dollar,Tullett Prebon,Norwegian Krone to United States Dollar 2 Week Forward (TP),Active
NORWEGIAN KRONE TO US $ 2Y FWD(WMR),USNOK2Y,2004/3/29,2004,Exchange Rates,Norwegian Krone,United States Dollar,WM/Reuters,Norwegian Krone to United States Dollar 2 Year Forward (WMR),Active
NORWEGIAN KRONE TO US $ 3M FWD (TP),PDNOK3M,2006/6/7,2006,Exchange Rates,Norwegian Krone,United States Dollar,Tullett Prebon,Norwegian Krone to United States Dollar 3 Month Forward (TP),Active
NORWEGIAN KRONE TO US $ 3M FWD(WMR),USNOK3F,1996/12/31,1996,Exchange Rates,Norwegian Krone,United States Dollar,WM/Reuters,Norwegian Krone to United States Dollar 3 Month Forward (WMR),Active
NORWEGIAN KRONE TO US $ 3W FWD (TP),PDNOK3W,2006/6/7,2006,Exchange Rates,Norwegian Krone,United States Dollar,Tullett Prebon,Norwegian Krone to United States Dollar 3 Week Forward (TP),Active
NORWEGIAN KRONE TO US $ 4M FWD (TP),PDNOK4M,2006/6/7,2006,Exchange Rates,Norwegian Krone,United States Dollar,Tullett Prebon,Norwegian Krone to United States Dollar 4 Month Forward (TP),Active
NORWEGIAN KRONE TO US $ 5M FWD (TP),PDNOK5M,2006/6/7,2006,Exchange Rates,Norwegian Krone,United States Dollar,Tullett Prebon,Norwegian Krone to United States Dollar 5 Month Forward (TP),Active
NORWEGIAN KRONE TO US $ 5Y FWD(WMR),USNOK5Y,2004/3/29,2004,Exchange Rates,Norwegian Krone,United States Dollar,WM/Reuters,Norwegian Krone to United States Dollar 5 Year Forward (WMR),Active
NORWEGIAN KRONE TO US $ 6M FWD (TP),PDNOK6M,2006/6/7,2006,Exchange Rates,Norwegian Krone,United States Dollar,Tullett Prebon,Norwegian Krone to United States Dollar 6 Month Forward (TP),Active
NORWEGIAN KRONE TO US $ 6M FWD(WMR),USNOK6F,1996/12/31,1996,Exchange Rates,Norwegian Krone,United States Dollar,WM/Reuters,Norwegian Krone to United States Dollar 6 Month Forward (WMR),Active
NORWEGIAN KRONE TO US $ 7M FWD (TP),PDNOK7M,2006/6/7,2006,Exchange Rates,Norwegian Krone,United States Dollar,Tullett Prebon,Norwegian Krone to United States Dollar 7 Month Forward (TP),Active
