Name,Symbol,Start Date,Hist.,Category,From Currency,To Currency,Source,Full Name,Activity
US $ TO AUSTRALIAN $ 3M FWD (WMR),USAUD3F,1996/12/31,1996,Exchange Rates,United States Dollar,Australian Dollar,WM/Reuters,United States Dollar to Australian Dollar 3 Month Forward (WMR),Active
US $ TO AUSTRALIAN $ 6M FWD (WMR),USAUD6F,1996/12/31,1996,Exchange Rates,United States Dollar,Australian Dollar,WM/Reuters,United States Dollar to Australian Dollar 6 Month Forward (WMR),Active
US $ TO IRISH PUNT 1M FWD (WMR),USIEP1F,1996/12/31,1996,Exchange Rates,United States Dollar,Irish Pound,WM/Reuters,United States Dollar to Irish Punt 1 Month Forward (WMR),Active
US $ TO IRISH PUNT 1Y FWD (WMR),USIEPYF,1996/12/31,1996,Exchange Rates,United States Dollar,Irish Pound,WM/Reuters,United States Dollar to Irish Punt 1 Year Forward (WMR),Active
US $ TO IRISH PUNT 2M FWD (WMR),USIEP2F,1996/12/31,1996,Exchange Rates,United States Dollar,Irish Pound,WM/Reuters,United States Dollar to Irish Punt 2 Month Forward (WMR),Active
US $ TO IRISH PUNT 3M FWD (WMR),USIEP3F,1996/12/31,1996,Exchange Rates,United States Dollar,Irish Pound,WM/Reuters,United States Dollar to Irish Punt 3 Month Forward (WMR),Active
US $ TO IRISH PUNT 6M FWD (WMR),USIEP6F,1996/12/31,1996,Exchange Rates,United States Dollar,Irish Pound,WM/Reuters,United States Dollar to Irish Punt 6 Month Forward (WMR),Active
US $ TO NEW ZEALAND $ 1M FWD (WMR),USNZD1F,1996/12/31,1996,Exchange Rates,United States Dollar,New Zealand Dollar,WM/Reuters,United States Dollar to New Zealand Dollar 1 Month Forward (WMR),Active
US $ TO NEW ZEALAND $ 1Y FWD (WMR),USNZDYF,1996/12/31,1996,Exchange Rates,United States Dollar,New Zealand Dollar,WM/Reuters,United States Dollar to New Zealand Dollar 1 Year Forward (WMR),Active
US $ TO NEW ZEALAND $ 2M FWD (WMR),USNZD2F,1996/12/31,1996,Exchange Rates,United States Dollar,New Zealand Dollar,WM/Reuters,United States Dollar to New Zealand Dollar 2 Month Forward (WMR),Active
US $ TO NEW ZEALAND $ 3M FWD (WMR),USNZD3F,1996/12/31,1996,Exchange Rates,United States Dollar,New Zealand Dollar,WM/Reuters,United States Dollar to New Zealand Dollar 3 Month Forward (WMR),Active
US $ TO NEW ZEALAND $ 6M FWD (WMR),USNZD6F,1996/12/31,1996,Exchange Rates,United States Dollar,New Zealand Dollar,WM/Reuters,United States Dollar to New Zealand Dollar 6 Month Forward (WMR),Active
US $ TO UK ? 1M FWD (WMR),USGBP1F,1996/12/31,1996,Exchange Rates,United States Dollar,United Kingdom Pound,WM/Reuters,United States Dollar to United Kingdom Sterling 1 Month Forward (WMR),Active
US $ TO UK ? 1Y FWD (WMR),USGBPYF,1996/12/31,1996,Exchange Rates,United States Dollar,United Kingdom Pound,WM/Reuters,United States Dollar to United Kingdom Sterling 1 Year Forward (WMR),Active
US $ TO UK ? 2M FWD (WMR),USGBP2F,1996/12/31,1996,Exchange Rates,United States Dollar,United Kingdom Pound,WM/Reuters,United States Dollar to United Kingdom Sterling 2 Month Forward (WMR),Active
US $ TO UK ? 3M FWD (WMR),USGBP3F,1996/12/31,1996,Exchange Rates,United States Dollar,United Kingdom Pound,WM/Reuters,United States Dollar to United Kingdom Sterling 3 Month Forward (WMR),Active
US $ TO UK ? 6M FWD (WMR),USGBP6F,1996/12/31,1996,Exchange Rates,United States Dollar,United Kingdom Pound,WM/Reuters,United States Dollar to United Kingdom Sterling 6 Month Forward (WMR),Active
US $ TO 1 EURO 1M FWD (WMR),USXEU1F,1997/2/21,1997,Exchange Rates,United States Dollar,Euro,WM/Reuters,United States Dollar to 1 Euro 1 Month Forward (WMR),Active
US $ TO 1 EURO 2M FWD (WMR),USXEU2F,1997/2/21,1997,Exchange Rates,United States Dollar,Euro,WM/Reuters,United States Dollar to 1 Euro 2 Month Forward (WMR),Active
US $ TO 1 EURO 3M FWD (WMR),USXEU3F,1997/2/21,1997,Exchange Rates,United States Dollar,Euro,WM/Reuters,United States Dollar to 1 Euro 3 Month Forward (WMR),Active
US $ TO 1 EURO 6M FWD (WMR),USXEU6F,1997/2/21,1997,Exchange Rates,United States Dollar,Euro,WM/Reuters,United States Dollar to 1 Euro 6 Month Forward (WMR),Active
US $ TO AUSTRALIAN $ 3Y FWD (RFV),TDAUD3Y,1997/7/30,1997,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,United States Dollar to Australian Dollar 3 Year Forward (Refinitiv),Active
US $ TO AUSTRALIAN $ 4Y FWD (RFV),TDAUD4Y,1997/7/30,1997,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,United States Dollar to Australian Dollar 4 Year Forward (Refinitiv),Active
US $ TO AUSTRALIAN $ 5Y FWD (RFV),TDAUD5Y,1997/7/30,1997,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,United States Dollar to Australian Dollar 5 Year Forward (Refinitiv),Active
USD TO AUD 3Y FWD PTS,AUD3YFP,1997/7/30,1997,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 3 Year Forward PTS,Active
USD TO AUD 4Y FWD PTS,AUD4YFP,1997/7/30,1997,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 4 Year Forward PTS,Active
USD TO AUD 5Y FWD PTS,AUD5YFP,1997/7/30,1997,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 5 Year Forward PTS,Active
US $ TO GBP SN FWD (RFV),TDGBPSN,1997/8/1,1997,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United States Dollar to GBP SN Forward (Refinitiv),Active
USD TO GBP SN FWD PTS,GBPSNFP,1997/8/1,1997,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP SN Forward PTS,Active
US $ TO AUSTRALIAN $ 4M FWD (RFV),TDAUD4M,1997/9/4,1997,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,United States Dollar to Australian Dollar 4 Month Forward (Refinitiv),Active
US $ TO AUSTRALIAN $ 5M FWD (RFV),TDAUD5M,1997/9/4,1997,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,United States Dollar to Australian Dollar 5 Month Forward (Refinitiv),Active
USD TO AUD 4M FWD PTS,AUD4MFP,1997/9/4,1997,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 4 Month Forward PTS,Active
USD TO AUD 5M FWD PTS,AUD5MFP,1997/9/4,1997,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 5 Month Forward PTS,Active
US $ TO 1 EURO 1W FWD (WMR),USXEUWF,1997/10/27,1997,Exchange Rates,United States Dollar,Euro,WM/Reuters,United States Dollar to 1 Euro 1 Week Forward (WMR),Active
US $ TO 1 EURO 9M FWD (WMR),USXEU9F,1997/10/27,1997,Exchange Rates,United States Dollar,Euro,WM/Reuters,United States Dollar to 1 Euro 9 Month Forward (WMR),Active
US $ TO 1 EURO O/N FWD (WMR),USXEUON,1997/10/27,1997,Exchange Rates,United States Dollar,Euro,WM/Reuters,United States Dollar to 1 Euro Overnight Forward (WMR),Active
US $ TO 1 EURO T/N FWD (WMR),USXEUTN,1997/10/27,1997,Exchange Rates,United States Dollar,Euro,WM/Reuters,United States Dollar to 1 Euro Tomorrow Next Forward (WMR),Active
US $ TO AUSTRALIAN $ 1W FWD (WMR),USAUDWF,1997/10/27,1997,Exchange Rates,United States Dollar,Australian Dollar,WM/Reuters,United States Dollar to Australian Dollar 1 Week Forward (WMR),Active
US $ TO AUSTRALIAN $ 9M FWD (WMR),USAUD9F,1997/10/27,1997,Exchange Rates,United States Dollar,Australian Dollar,WM/Reuters,United States Dollar to Australian Dollar 9 Month Forward (WMR),Active
US $ TO AUSTRALIAN $ O/N FWD (WMR),USAUDON,1997/10/27,1997,Exchange Rates,United States Dollar,Australian Dollar,WM/Reuters,United States Dollar to Australian Dollar Overnight Forward (WMR),Active
US $ TO AUSTRALIAN $ T/N FWD (WMR),USAUDTN,1997/10/27,1997,Exchange Rates,United States Dollar,Australian Dollar,WM/Reuters,United States Dollar to Australian Dollar Tomorrow Next Forward (WMR),Active
US $ TO IRISH PUNT 1W FWD (WMR),USIEPWF,1997/10/27,1997,Exchange Rates,United States Dollar,Irish Pound,WM/Reuters,United States Dollar to Irish Punt 1 Week Forward (WMR),Active
US $ TO IRISH PUNT 9M FWD (WMR),USIEP9F,1997/10/27,1997,Exchange Rates,United States Dollar,Irish Pound,WM/Reuters,United States Dollar to Irish Punt 9 Month Forward (WMR),Active
US $ TO IRISH PUNT O/N FWD (WMR),USIEPON,1997/10/27,1997,Exchange Rates,United States Dollar,Irish Pound,WM/Reuters,United States Dollar to Irish Punt Overnight Forward (WMR),Active
US $ TO IRISH PUNT T/N FWD (WMR),USIEPTN,1997/10/27,1997,Exchange Rates,United States Dollar,Irish Pound,WM/Reuters,United States Dollar to Irish Punt Tomorrow Next Forward (WMR),Active
US $ TO NEW ZEALAND $ 1W FWD (WMR),USNZDWF,1997/10/27,1997,Exchange Rates,United States Dollar,New Zealand Dollar,WM/Reuters,United States Dollar to New Zealand Dollar 1 Week Forward (WMR),Active
US $ TO NEW ZEALAND $ 9M FWD (WMR),USNZD9F,1997/10/27,1997,Exchange Rates,United States Dollar,New Zealand Dollar,WM/Reuters,United States Dollar to New Zealand Dollar 9 Month Forward (WMR),Active
US $ TO NEW ZEALAND $ O/N FWD (WMR),USNZDON,1997/10/27,1997,Exchange Rates,United States Dollar,New Zealand Dollar,WM/Reuters,United States Dollar to New Zealand Dollar Overnight Forward (WMR),Active
US $ TO NEW ZEALAND $ T/N FWD (WMR),USNZDTN,1997/10/27,1997,Exchange Rates,United States Dollar,New Zealand Dollar,WM/Reuters,United States Dollar to New Zealand Dollar Tomorrow Next Forward (WMR),Active
US $ TO UK ? 1M FWD (WMR),USDUK1M,1997/10/27,1997,Exchange Rates,United States Dollar,United Kingdom Pound,WM/Reuters,United States Dollar to United Kingdom Sterling 1 Month Forward (WMR),Active
US $ TO UK ? 1W FWD (WMR),USDUK1W,1997/10/27,1997,Exchange Rates,United States Dollar,United Kingdom Pound,WM/Reuters,United States Dollar to United Kingdom Sterling 1 Week Forward (WMR),Active
US $ TO UK ? 1W FWD (WMR),USGBPWF,1997/10/27,1997,Exchange Rates,United States Dollar,United Kingdom Pound,WM/Reuters,United States Dollar to United Kingdom Sterling 1 Week Forward (WMR),Active
US $ TO UK ? 1Y FWD (WMR),USDUK1Y,1997/10/27,1997,Exchange Rates,United States Dollar,United Kingdom Pound,WM/Reuters,United States Dollar to United Kingdom Sterling 1 Year Forward (WMR),Active
US $ TO UK ? 2M FWD (WMR),USDUK2M,1997/10/27,1997,Exchange Rates,United States Dollar,United Kingdom Pound,WM/Reuters,United States Dollar to United Kingdom Sterling 2 Month Forward (WMR),Active
US $ TO UK ? 3M FWD (WMR),USDUK3M,1997/10/27,1997,Exchange Rates,United States Dollar,United Kingdom Pound,WM/Reuters,United States Dollar to United Kingdom Sterling 3 Month Forward (WMR),Active
US $ TO UK ? 6M FWD (WMR),USDUK6M,1997/10/27,1997,Exchange Rates,United States Dollar,United Kingdom Pound,WM/Reuters,United States Dollar to United Kingdom Sterling 6 Month Forward (WMR),Active
US $ TO UK ? 9M FWD (WMR),USDUK9M,1997/10/27,1997,Exchange Rates,United States Dollar,United Kingdom Pound,WM/Reuters,United States Dollar to United Kingdom Sterling 9 Month Forward (WMR),Active
US $ TO UK ? 9M FWD (WMR),USGBP9F,1997/10/27,1997,Exchange Rates,United States Dollar,United Kingdom Pound,WM/Reuters,United States Dollar to United Kingdom Sterling 9 Month Forward (WMR),Active
US $ TO UK ? O/N FWD (WMR),USDUKON,1997/10/27,1997,Exchange Rates,United States Dollar,United Kingdom Pound,WM/Reuters,United States Dollar to United Kingdom Sterling Overnight Forward (WMR),Active
US $ TO UK ? ON FWD (WMR),USGBPON,1997/10/27,1997,Exchange Rates,United States Dollar,United Kingdom Pound,WM/Reuters,United States Dollar to United Kingdom Sterling On Forward (WMR),Active
US $ TO UK ? T/N FWD (WMR),USDUKTN,1997/10/27,1997,Exchange Rates,United States Dollar,United Kingdom Pound,WM/Reuters,United States Dollar to United Kingdom Sterling Tomorrow Next Forward (WMR),Active
US $ TO UK ? TN FWD (WMR),USGBPTN,1997/10/27,1997,Exchange Rates,United States Dollar,United Kingdom Pound,WM/Reuters,United States Dollar to United Kingdom Sterling TN Forward (WMR),Active
US $ TO AUSTRALIAN $ 2Y FWD (RFV),TDAUD2Y,1998/1/6,1998,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,United States Dollar to Australian Dollar 2 Year Forward (Refinitiv),Active
USD TO AUD 2Y FWD PTS,AUD2YFP,1998/1/6,1998,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 2 Year Forward PTS,Active
US $ TO JAPANESE YEN (PE) DISC,PEEJAPY,1998/4/3,1998,Exchange Rates,United States Dollar,Japanese Yen,Lasco,United States Dollar to Japanese Yen (PE) Discontinued,Dead
US $ TO UK # (PE) DISC,PEESTER,1998/4/3,1998,Exchange Rates,United States Dollar,United Kingdom Pound,Lasco,United States Dollar to United Kingdom # (PE) Discontinued,Dead
US $ TO EURO 2Y FWD (RFV),TDEUR2Y,1998/5/4,1998,Exchange Rates,United States Dollar,Euro,Refinitiv,United States Dollar to Euro 2 Year Forward (Refinitiv),Active
UK POUND STERLING SPOT WEEK FX VOL,FVGBPSW,1998/7/1,1998,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United Kingdom Pound Sterling Spot Week FX Volatility,Active
US $ TO EURO (BD) 'DEAD',EMUSDSP,1998/12/31,1998,Exchange Rates,United States Dollar,Euro,"BHF-BANK Aktiengesellschaft, Germany",United States Dollar to Euro (BD) 'Dead',Dead
US $ TO EURO 1M FWD (WMR),USEUR1F,1998/12/31,1998,Exchange Rates,United States Dollar,Euro,WM/Reuters,United States Dollar to Euro 1 Month Forward (WMR),Active
US $ TO EURO 1W (WMR),USEUR1W,1998/12/31,1998,Exchange Rates,United States Dollar,Euro,WM/Reuters,United States Dollar to Euro 1 Week (WMR),Active
US $ TO EURO 1Y FWD (WMR),USEUR1Y,1998/12/31,1998,Exchange Rates,United States Dollar,Euro,WM/Reuters,United States Dollar to Euro 1 Year Forward (WMR),Active
US $ TO EURO 2M FWD (WMR),USEUR2F,1998/12/31,1998,Exchange Rates,United States Dollar,Euro,WM/Reuters,United States Dollar to Euro 2 Month Forward (WMR),Active
US $ TO EURO 3M FWD (WMR),USEUR3F,1998/12/31,1998,Exchange Rates,United States Dollar,Euro,WM/Reuters,United States Dollar to Euro 3 Month Forward (WMR),Active
US $ TO EURO 6M FWD (WMR),USEUR6F,1998/12/31,1998,Exchange Rates,United States Dollar,Euro,WM/Reuters,United States Dollar to Euro 6 Month Forward (WMR),Active
US $ TO EURO 9M FWD (WMR),USEUR9F,1998/12/31,1998,Exchange Rates,United States Dollar,Euro,WM/Reuters,United States Dollar to Euro 9 Month Forward (WMR),Active
US $ TO EURO O/N FWD (WMR),USEURON,1998/12/31,1998,Exchange Rates,United States Dollar,Euro,WM/Reuters,United States Dollar to Euro Overnight Forward (WMR),Active
US $ TO EURO T/N FWD (WMR),USEURTN,1998/12/31,1998,Exchange Rates,United States Dollar,Euro,WM/Reuters,United States Dollar to Euro Tomorrow Next Forward (WMR),Active
EURO SPOT WEEK FX VOL,FVEURSW,1999/1/4,1999,Exchange Rates,United States Dollar,Euro,Refinitiv,Euro Spot Week FX Volatility,Active
US $ TO EURO (RFV),EURO.US,1999/1/4,1999,Exchange Rates,United States Dollar,Euro,GTIS - FTID/TR,United States Dollar to Euro (Refinitiv),Active
US $ TO EURO 10AM NY,E.U$FR1,1999/1/4,1999,Exchange Rates,United States Dollar,Euro,Federal Reserve Bank of New York,United States Dollar to Euro 10AM NY,Active
US $ TO EURO NOON NY,E.U$FR2,1999/1/4,1999,Exchange Rates,United States Dollar,Euro,"Federal Reserve, United States",United States Dollar to Euro Noon NY,Active
US $ TO EURO S/N FWD (RFV),TDEURSN,1999/1/4,1999,Exchange Rates,United States Dollar,Euro,Refinitiv,United States Dollar to Euro Spot Next Forward (Refinitiv),Active
USD TO EUR 2W FWD PTS,EUR2WFP,1999/1/4,1999,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 2 Week Forward PTS,Active
USD TO EUR SN FWD PTS,EURSNFP,1999/1/4,1999,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro SN Forward PTS,Active
US $ TO EURO 2W FWD (RFV),TDEUR2W,1999/1/8,1999,Exchange Rates,United States Dollar,Euro,Refinitiv,United States Dollar to Euro 2 Week Forward (Refinitiv),Active
US $ TO EURO 10M FWD (RFV),TDEURXM,1999/1/13,1999,Exchange Rates,United States Dollar,Euro,Refinitiv,United States Dollar to Euro 10 Month Forward (Refinitiv),Active
US $ TO EURO 11M FWD (RFV),TDEUR11,1999/1/13,1999,Exchange Rates,United States Dollar,Euro,Refinitiv,United States Dollar to Euro 11 Month Forward (Refinitiv),Active
US $ TO EURO 4M FWD (RFV),TDEUR4M,1999/1/22,1999,Exchange Rates,United States Dollar,Euro,Refinitiv,United States Dollar to Euro 4 Month Forward (Refinitiv),Active
US $ TO EURO 5M FWD (RFV),TDEUR5M,1999/1/22,1999,Exchange Rates,United States Dollar,Euro,Refinitiv,United States Dollar to Euro 5 Month Forward (Refinitiv),Active
US $ TO EURO 7M FWD (RFV),TDEUR7M,1999/1/22,1999,Exchange Rates,United States Dollar,Euro,Refinitiv,United States Dollar to Euro 7 Month Forward (Refinitiv),Active
US $ TO EURO 8M FWD (RFV),TDEUR8M,1999/1/22,1999,Exchange Rates,United States Dollar,Euro,Refinitiv,United States Dollar to Euro 8 Month Forward (Refinitiv),Active
USD TO EUR 4M FWD PTS,EUR4MFP,1999/1/22,1999,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 4 Month Forward PTS,Active
USD TO EUR 5M FWD PTS,EUR5MFP,1999/1/22,1999,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 5 Month Forward PTS,Active
USD TO EUR 7M FWD PTS,EUR7MFP,1999/1/22,1999,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 7 Month Forward PTS,Active
USD TO EUR 8M FWD PTS,EUR8MFP,1999/1/22,1999,Exchange Rates,United States Dollar,Euro,Refinitiv,USD to Euro 8 Month Forward PTS,Active
US $ TO AUSTRALIAN $ 2W FWD (RFV),TDAUD2W,1999/2/4,1999,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,United States Dollar to Australian Dollar 2 Week Forward (Refinitiv),Active
USD TO AUD 2W FWD PTS,AUD2WFP,1999/2/4,1999,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 2 Week Forward PTS,Active
NEW ZEALAND DOLLAR 1M FX VOLATILITY,FVNZD1M,1999/6/7,1999,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,New Zealand Dollar 1 Month FX Volatility,Active
NEW ZEALAND DOLLAR 1Y FX VOLATILITY,FVNZD1Y,1999/6/7,1999,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,New Zealand Dollar 1 Year FX Volatility,Active
NEW ZEALAND DOLLAR 2M FX VOLATILITY,FVNZD2M,1999/6/7,1999,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,New Zealand Dollar 2 Month FX Volatility,Active
NEW ZEALAND DOLLAR 3M FX VOLATILITY,FVNZD3M,1999/6/7,1999,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,New Zealand Dollar 3 Month FX Volatility,Active
NEW ZEALAND DOLLAR 6M FX VOLATILITY,FVNZD6M,1999/6/7,1999,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,New Zealand Dollar 6 Month FX Volatility,Active
US $ TO AUSTRALIAN $ 10M FWD (RFV),TDAUDXM,1999/10/7,1999,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,United States Dollar to Australian Dollar 10 Month Forward (Refinitiv),Active
US $ TO AUSTRALIAN $ 11M FWD (RFV),TDAUD11,1999/10/7,1999,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,United States Dollar to Australian Dollar 11 Month Forward (Refinitiv),Active
US $ TO AUSTRALIAN $ 3W FWD (RFV),TDAUD3W,1999/10/7,1999,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,United States Dollar to Australian Dollar 3 Week Forward (Refinitiv),Active
US $ TO AUSTRALIAN $ 7M FWD (RFV),TDAUD7M,1999/10/7,1999,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,United States Dollar to Australian Dollar 7 Month Forward (Refinitiv),Active
US $ TO AUSTRALIAN $ 8M FWD (RFV),TDAUD8M,1999/10/7,1999,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,United States Dollar to Australian Dollar 8 Month Forward (Refinitiv),Active
US $ TO EURO 3Y FWD (RFV),TDEUR3Y,1999/10/7,1999,Exchange Rates,United States Dollar,Euro,Refinitiv,United States Dollar to Euro 3 Year Forward (Refinitiv),Active
US $ TO EURO 4Y FWD (RFV),TDEUR4Y,1999/10/7,1999,Exchange Rates,United States Dollar,Euro,Refinitiv,United States Dollar to Euro 4 Year Forward (Refinitiv),Active
US $ TO EURO 5Y FWD (RFV),TDEUR5Y,1999/10/7,1999,Exchange Rates,United States Dollar,Euro,Refinitiv,United States Dollar to Euro 5 Year Forward (Refinitiv),Active
US $ TO GBP 2W FWD (RFV),TDGBP2W,1999/10/7,1999,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United States Dollar to GBP 2 Week Forward (Refinitiv),Active
US $ TO GBP 3Y FWD (RFV),TDGBP3Y,1999/10/7,1999,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United States Dollar to GBP 3 Year Forward (Refinitiv),Active
US $ TO GBP 4Y FWD (RFV),TDGBP4Y,1999/10/7,1999,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United States Dollar to GBP 4 Year Forward (Refinitiv),Active
US $ TO GBP 5Y FWD (RFV),TDGBP5Y,1999/10/7,1999,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United States Dollar to GBP 5 Year Forward (Refinitiv),Active
US $ TO NEW ZEALAND $ 10M FWD (RFV),TDNZD10,1999/10/7,1999,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,United States Dollar to New Zealand Dollar 10 Month Forward (Refinitiv),Active
US $ TO NEW ZEALAND $ 11M FWD (RFV),TDNZD11,1999/10/7,1999,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,United States Dollar to New Zealand Dollar 11 Month Forward (Refinitiv),Active
US $ TO NEW ZEALAND $ 3W FWD (RFV),TDNZD3W,1999/10/7,1999,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,United States Dollar to New Zealand Dollar 3 Week Forward (Refinitiv),Active
US $ TO NEW ZEALAND $ 4M FWD (RFV),TDNZD4M,1999/10/7,1999,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,United States Dollar to New Zealand Dollar 4 Month Forward (Refinitiv),Active
US $ TO NEW ZEALAND $ 5M FWD (RFV),TDNZD5M,1999/10/7,1999,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,United States Dollar to New Zealand Dollar 5 Month Forward (Refinitiv),Active
US $ TO NEW ZEALAND $ 7M FWD (RFV),TDNZD7M,1999/10/7,1999,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,United States Dollar to New Zealand Dollar 7 Month Forward (Refinitiv),Active
US $ TO NEW ZEALAND $ 8M FWD (RFV),TDNZD8F,1999/10/7,1999,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,United States Dollar to New Zealand Dollar 8 Month Forward (Refinitiv),Active
USD TO AUD 3W FWD PTS,AUD3WFP,1999/10/7,1999,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 3 Week Forward PTS,Active
USD TO AUD 7M FWD PTS,AUD7MFP,1999/10/7,1999,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 7 Month Forward PTS,Active
USD TO AUD 8M FWD PTS,AUD8MFP,1999/10/7,1999,Exchange Rates,United States Dollar,Australian Dollar,Refinitiv,USD to Australian Dollar 8 Month Forward PTS,Active
USD TO GBP 2W FWD PTS,GBP2WFP,1999/10/7,1999,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 2 Week Forward PTS,Active
USD TO NZD 3W FWD PTS,NZD3WFP,1999/10/7,1999,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 3 Week Forward PTS,Active
USD TO NZD 4M FWD PTS,NZD4MFP,1999/10/7,1999,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 4 Month Forward PTS,Active
USD TO NZD 5M FWD PTS,NZD5MFP,1999/10/7,1999,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 5 Month Forward PTS,Active
USD TO NZD 7M FWD PTS,NZD7MFP,1999/10/7,1999,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 7 Month Forward PTS,Active
USD TO NZD 8M FWD PTS,NZD8MFP,1999/10/7,1999,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 8 Month Forward PTS,Active
US $ TO NEW ZEALAND $ 2W FWD (RFV),TDNZD2W,1999/10/8,1999,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,United States Dollar to New Zealand Dollar 2 Week Forward (Refinitiv),Active
USD TO NZD 2W FWD PTS,NZD2WFP,1999/10/8,1999,Exchange Rates,United States Dollar,New Zealand Dollar,Refinitiv,USD to NZD 2 Week Forward PTS,Active
US $ TO GBP 4M FWD (RFV),TDGBP4M,1999/10/11,1999,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United States Dollar to GBP 4 Month Forward (Refinitiv),Active
US $ TO GBP 5M FWD (RFV),TDGBP5M,1999/10/11,1999,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,United States Dollar to GBP 5 Month Forward (Refinitiv),Active
USD TO GBP 4M FWD PTS,GBP4MFP,1999/10/11,1999,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 4 Month Forward PTS,Active
USD TO GBP 5M FWD PTS,GBP5MFP,1999/10/11,1999,Exchange Rates,United States Dollar,United Kingdom Pound,Refinitiv,USD to GBP 5 Month Forward PTS,Active
US DOLLAR/CHL PESO SPOT RATE (DISC),CLUSBDC,2000/1/3,2000,Exchange Rates,United States Dollar,Chilean Peso,Refinitiv,US Dollar / CHL Peso Spot Rate (Discontinued),Dead
US DOLLAR/IND RUPEE FX FIXING (DISC),INUSDRB,2000/1/3,2000,Exchange Rates,United States Dollar,Indian Rupee,Refinitiv,US Dollar / IND Rupee FX Fixing (Discontinued),Dead
USD/AED 04:00 GMT FX FIXING,AED04HR,2000/1/3,2000,Exchange Rates,United States Dollar,United Arab Emirates Dirham,Refinitiv,USD / AED 04:00 GMT FX Fixing,Active
USD/HKD 04:00 GMT FX FIXING,HKD04HR,2000/1/3,2000,Exchange Rates,United States Dollar,Hong Kong Dollar,Refinitiv,USD / HKD 04:00 GMT FX Fixing,Active
USD/SAR 04:00 GMT FX FIXING,SAR04HR,2000/1/3,2000,Exchange Rates,United States Dollar,Saudi Arabian Riyal,Refinitiv,USD / SAR 04:00 GMT FX Fixing,Active
